,title,description,url,publishedAt,content,domain,topic,injuries,trades,retirements,draft,all-stars,playoffs,rookies,highlights,fantasy
2698,Aaron Gordon and his new kicks are ready for the dunk contest,"The Orlando Magic star has a new deal with Chinese brand 361 Degrees, just in time for his return to All-Star Saturday Night.",https://www.espn.com/nba/story/_/page/bestsneakers28701805/aaron-gordon-new-sneaker-ready-nba-dunk-contest,2020-02-15T15:15:15Z,"CHICAGO -- Surrounded by friends and family, Aaron Gordon strolled into the United Center late Thursday night with a purpose. The Orlando Magic forward, one of the showcase attractions of All-Star Saturday night, was looking to avenge past failures.
While le… [+6414 chars]",espn.com,,,,,,,,,,
2699,When 5 50s aren't enough - the Aaron Gordon dunk contest story,"The 2020 Slam Dunk contest featured an epic dunk battle between Derrick Jones Jr. and Aaron Gordon. Unfortunately for Gordon, his 50s weren't enough to win, just like 2016.",https://www.espn.com/nba/story/_/id/28712491/aaron-gordon-somehow-does-not-win-dunk-contest,2020-02-16T04:49:06Z,"The 2020 Slam Dunk contest at the United Center in Chicago already had the potential to be memorable.
2008 winner Dwight Howard was returning! Pat Connaughton was participating for the first time! Derrick Jones Jr. was back after coming in second back in 201… [+2806 chars]",espn.com,,,,,,,,,,
2700,Jones Jr. bests Gordon in nearly perfect dunk-off,"Derrick Jones Jr. and Aaron Gordon each scored a perfect 50 on their first three dunks, but the Jones' windmill jam sealed the Slam Dunk Contest win for the Heat forward.",https://www.espn.com/nba/story/_/id/28712380/derrick-jones-jr-bests-aaron-gordon-win-slam-dunk-contest,2020-02-16T04:06:24Z,"Miami Heat forward Derrick Jones Jr. celebrated his 23rd birthday by winning the All-Star Slam Dunk Contest, edging Orlando Magic forward Aaron Gordon in a memorable showdown that required two tiebreaker jams.
Jones and Gordon each got a perfect 50 on both o… [+667 chars]",espn.com,,,,,,,,,,
2701,Jones edges Gordon in controversial dunk contest,"Judges said after the Slam Dunk Contest that they thought it was headed to another tie but ""somebody didn't do it right.""",https://www.espn.com/nba/story/_/id/28712380/derrick-jones-jr-edges-aaron-gordon-controversial-dunk-contest,2020-02-16T04:06:24Z,"CHICAGO -- Miami Heat forward Derrick Jones Jr. outlasted Orlando Magic forward Aaron Gordon in a memorable Slam Dunk Contest on Saturday that required two tiebreaker jams.
But the final result was not without controversy, with at least two judges saying aft… [+2111 chars]",espn.com,,,,,,,,,,
2702,Hield edges Booker at buzzer in 3-point shootout,Kings guard Buddy Hield hit four of the five money balls on his final rack to defeat Suns star Devin Booker by a point and win the NBA All-Star Weekend 3-point shootout Saturday night.,https://www.espn.com/nba/story/_/id/28712147/buddy-hield-edges-devin-booker-final-shot-win-3-point-shootout,2020-02-16T03:25:38Z,"CHICAGO -- Between them, Buddy Hield and Devin Booker took 108 3-point shots Saturday night.
It took until the 108th and final one to determine who would come out on top in the NBA's 3-point shootout -- with Hield, thanks to hitting four of the five money ba… [+2377 chars]",espn.com,,,,,,,,,,
2703,Silver expects 'normalcy' soon for NBA in China,"NBA commissioner Adam Silver estimated the league will lose hundreds of millions in revenue from the ongoing disconnect with the Chinese government, but expects there will be ""a return to normalcy fairly soon"" with the league's relationship with China.",https://www.espn.com/nba/story/_/id/28711711/adam-silver-expects-return-normalcy-soon-nba-china,2020-02-16T02:41:26Z,"CHICAGO -- NBA commissioner Adam Silver estimated the league will lose hundreds of millions in revenue from the ongoing disconnect with the Chinese government and couldn't commit to staging preseason games there next October, but he said he expects the league… [+3345 chars]",espn.com,,,,,,,,,,
2704,Silver uncertain on preseason games in China,"Commissioner Adam Silver said he hopes for ""a return to normalcy fairly soon"" with the NBA's relationship with China, but admitted there is no clarity on when the league will have preseason games there again.",https://www.espn.com/nba/story/_/id/28711711/adam-silver-hopes-return-normalcy-soon-nba-china,2020-02-16T02:40:31Z,"CHICAGO -- NBA commissioner Adam Silver estimated the league will lose hundreds of millions in revenue from the ongoing disconnect with the Chinese government and couldn't commit to staging preseason games there next October, but he said his sense is that the… [+3369 chars]",espn.com,,,,,,,,,,
2705,Long shot Adebayo wins All-Star skills challenge,Bam Adebayo edged out Domantas Sabonis in the final to win the NBA All-Star skills challenge.,https://www.espn.com/nba/story/_/id/28711320/long-shot-bam-adebayo-wins-all-star-skills-challenge,2020-02-16T01:58:26Z,"CHICAGO -- Miami's Bam Adebayo has won the NBA All-Star skills challenge.
Adebayo narrowly defeated Indiana's Domantas Sabonis in Saturday's final in a matchup of All-Star big men. He shared a hug with former Heat star Dwyane Wade after accepting the trophy.… [+669 chars]",espn.com,,,,,,,,,,
2706,Miami's Adebayo wins All-Star skills challenge,Bam Adebayo edged out Domantas Sabonis in the final to win the All-Star skills challenge.,https://www.espn.com/nba/story/_/id/28711320/miami-bam-adebayo-wins-all-star-skills-challenge,2020-02-16T01:58:26Z,"CHICAGO -- Miami's Bam Adebayo has won the All-Star skills challenge.
Adebayo narrowly defeated Indiana's Domantas Sabonis in the final in a matchup of All-Star big men. He shared a hug with former Heat star Dwyane Wade after accepting the trophy.
""I read a… [+614 chars]",espn.com,,,,,,,,,,
2707,NBA All-Star Game MVP award named for Kobe,"The NBA has named the All-Star Game MVP award for the late Kobe Bryant, an 18-time All-Star who won a record-tying four All-Star Game MVP awards, commissioner Adam Silver announced Saturday.",https://www.espn.com/nba/story/_/id/28710867/nba-all-star-game-mvp-award-named-honor-kobe-bryant,2020-02-16T00:47:35Z,"Commissioner Adam Silver announced today that the NBA All-Star Game MVP Award has been permanently named for the late Kobe Bryant, an 18-time All-Star who won a record-tying four All-Star Game MVP awards.
The first All-Star Game Kobe Bryant MVP Award will be… [+818 chars]",espn.com,,,,,,,,,,
2708,"The stars, skills and storylines we're watching LIVE at the All-Star Game",Team LeBron and Team Giannis are set for an All-Star Game rematch. Here's what we're watching as the NBA's best showcase their talents in Chicago.,https://www.espn.com/nba/story/_/id/28694877/nba-all-star-game-2020-relive-wild-finish-team-lebron-win,2020-02-16T21:41:26Z,"NBA All-Star Weekend is a wrap, but not before a thrilling fourth-quarter between Team LeBron and Team Giannis sent the NBA world into a frenzy.
Lock-down defense was played. Fouls were argued. We even had a coach's challenge!
But in the end, Anthony Davis … [+12203 chars]",espn.com,,,,,,,,,,
2709,"NBA mock draft: New top-10 picks, risers and fallers","Here are our new NBA draft projections for 2020, with movement throughout the top 10 after the trade deadline.",https://www.espn.com/nba/insider/story/_/id/28717055/nba-mock-draft-new-top-10-picks-risers-fallers,2020-02-16T20:02:24Z,"Which prospects are rising and falling in the 2020 NBA draft? And what are the potential lottery teams likely to do with their selections?
Now that we're past the NBA trade deadline, the draft picture is starting to take shape. There are already nine teams w… [+424 chars]",espn.com,,,,,,,,,,
2710,Cavs owner Gilbert back at work after stroke,Cavaliers owner Dan Gilbert is slowly returning to work eight months after he had a stroke.,https://www.espn.com/nba/story/_/id/28716998/cavaliers-owner-dan-gilbert-back-work-stroke,2020-02-16T19:59:36Z,"DETROIT -- Cleveland Cavaliers owner Dan Gilbert, who is the Quicken Loans founder and chairman, is slowly returning to work eight months after he had a stroke.
Gilbert, 58, returned to his Detroit office early this year. He's there one or two days a week, u… [+1843 chars]",espn.com,,,,,,,,,,
2711,Paying homage to greatness -- 2020 NBA All-Star Game showed the power of basketball,"From crucial blocked shots to rare alley-oops, this year's NBA All-Star Game was a mnemonic of great basketball.",https://www.espn.com/nba/story/_/id/28719614/this-nba-all-star-game-showed-power-basketball,2020-02-17T06:01:30Z,"CHICAGO -- Perhaps no one in recent history cared more about winning the All-Star Game than Kobe Bryant. The format changes and his memory combined to create a game Sunday night at the United Center that would've made Bryant proud.
Technically the winner was… [+6122 chars]",espn.com,,,,,,,,,,
2712,"Grading LeBron, Giannis and every player in the All-Star Game",The grades are in for the NBA's unique All-Star Weekend finale.,https://www.espn.com/nba/story/_/id/28694101/nba-all-star-2020-grading-every-player-team-lebron-team-giannis,2020-02-17T06:01:13Z,"The 69th NBA All-Star Game featured notable changes at the United Center in Chicago, highlighted by the two teams -- Team LeBron and Team Giannis -- racing to the wire toward the target score rather than playing to the buzzer.
The new format seemed to bring … [+13077 chars]",espn.com,,,,,,,,,,
2713,The fourth quarter of the All-Star Game will never be the same again,"The NBA announced changes to the final quarter of the All-Star game to honor Kobe Bryant, and it changed everything.",https://www.espn.com/nba/story/_/id/28720402/the-elam-ending-led-intense-all-star-fourth-quarter,2020-02-17T05:11:02Z,"The 69th NBA All-Star Game was bound to be delightful. There were ten first-time All-Stars, LeBron James and Giannis Antetokounmpo served as captains for the second straight season, and it was in Chicago for the first time in 32 years.
New changes to the for… [+2630 chars]",espn.com,,,,,,,,,,
2714,Kawhi lights out from beyond arc to claim MVP,"The 2020 All-Star Game saw Kawhi Leonard win the first-ever Kobe Bryant MVP award, and saw both teams honor the late Los Angeles Lakers legend in the most fitting fashion possible: by playing hard to the very last second.",https://www.espn.com/nba/story/_/id/28720292/kawhi-leonard-scores-30-goes-8-14-3-pointers-win-mvp,2020-02-17T04:55:48Z,"CHICAGO -- The 2020 All-Star Game saw Kawhi Leonard win the first-ever Kobe Bryant MVP award, and saw both teams honor the late Los Angeles Lakers legend in the most fitting fashion possible: by playing hard to the very last second.
Under the new ""Elam Endin… [+8050 chars]",espn.com,,,,,,,,,,
2715,Sources: Bulls likely to make front office changes,"Bulls president Michael Reinsdorf is looking to make changes to the front office, sources confirmed to ESPN. John Paxson and Gar Forman have led the operation since 2009. The Chicago Sun-Times first reported the expected shift in leadership.",https://www.espn.com/nba/story/_/id/28720050/bulls-president-michael-reinsdorf-likely-change-front-office,2020-02-17T04:27:54Z,"Chicago Bulls president Michael Reinsdorf has been gathering background on potential candidates to take over the franchise's basketball operations, sources confirmed to ESPN.
The John Paxson-Gar Forman front office leadership structure is unlikely to continu… [+375 chars]",espn.com,,,,,,,,,,
2716,"Sources: Cavs, Beilein discussed parting ways","Cleveland and John Beilein have discussed the possibility of him stepping down as head coach during the NBA All-Star break, sources told ESPN.",https://www.espn.com/nba/story/_/id/28720022/sources-cavaliers-coach-john-beilein-discussed-possibility-stepping-down,2020-02-17T04:20:33Z,"The Cleveland Cavaliers and John Beilein have discussed the possibility of him stepping down as head coach during the NBA All-Star break, sources told ESPN's Adrian Wojnarowski and Brian Windhorst.
Beilein left for the All-Star break weighing his future as c… [+871 chars]",espn.com,,,,,,,,,,
2717,"Kobe honored at All-Star Game by Magic, Common","Sunday's All-Star Game was all about remembering Kobe Bryant. Magic Johnson gave a pregame speech at center court, Jennifer Hudson performed ""For All We Know (We May Meet Again)"" and Common rapped, ""Even in the darkest times, you'll feel Kobe's light.""",https://www.espn.com/nba/story/_/id/28719072/all-star-game-remembers-kobe-bryant-tributes-magic-jennifer-hudson-common,2020-02-17T01:46:27Z,"CHICAGO -- The tributes to the late Kobe Bryant began well before Sunday night's All-Star Game at the United Center.
Before the players were announced and the game tipped off, the lights went down and Lakers Hall of Famer Magic Johnson took center court to m… [+1464 chars]",espn.com,,,,,,,,,,
2718,Follow live: Team LeBron vs. Team Giannis in All-Star format that honors Kobe,Get a summary of the Team LeBron vs. Team Giannis basketball game,https://www.espn.com/nba/game?gameId=401197813,2020-02-17T01:04:24Z,"Sunday's All-Star Game was all about remembering Kobe Bryant. Magic Johnson gave a pregame speech at center court, Jennifer Hudson performed ""For All We Know (We May Meet Again)"" and Common rapped, ""Even in the darkest times, you'll feel Kobe's light.""",espn.com,,,,,,,,,,
2719,Kyrie replaces Pau as a VP of players' union,Kyrie Irving has replaced Pau Gasol as a vice president of the NBA players' union.,https://www.espn.com/nba/story/_/id/28724791/kyrie-irving-replaces-pau-gasol-vp-players-union,2020-02-17T20:59:13Z,"Brooklyn Nets guard Kyrie Irving has been elected as a vice president of the National Basketball Players Association.
Irving replaces Pau Gasol on the NBPA executive committee. Gasol's three-year term expired.
""This was the right time for me to run for a le… [+639 chars]",espn.com,,,,,,,,,,
2720,Which player wore the best sneakers at NBA All-Star Weekend in Chicago?,"From Joel Embiid's Kobe tribute to LeBron's ""Space Jam""-inspired kicks, NBA players brought out their best for the league's annual showcase.",https://www.espn.com/nba/story/_/id/28724265/which-player-wore-best-sneakers-nba-all-star-weekend-chicago,2020-02-17T20:44:33Z,"Over the past 18 months, Kawhi Leonard and New Balance had been quietly targeting the debut of the reigning Finals MVP's first signature shoe for All-Star Weekend in Chicago. Leonard's namesake model, simply dubbed The Kawhi, features multiple details specifi… [+4760 chars]",espn.com,,,,,,,,,,
2721,Jones Jr. gets Puma deal after Dunk Contest win,The Heat's Derrick Jones Jr. has landed a deal with Puma after his Dunk Contest win.,https://www.espn.com/nba/story/_/id/28724674/derrick-jones-jr-gets-puma-deal-dunk-contest-win,2020-02-17T20:29:27Z,"With nearly 6.5 million viewers tuned in to an epic dunk-off between Aaron Gordon and Derrick Jones Jr., the 2020 Slam Dunk Contest helped launch each player not only to new heights on the hardwood, but also in the marketing world.
In the aftermath of his na… [+1393 chars]",espn.com,,,,,,,,,,
2722,"Sources: Rockets to sign veterans Green, Carroll","The Rockets are going all in on small ball, planning to use their two remaining roster spots on forwards DeMarre Carroll and Jeff Green.",https://www.espn.com/nba/story/_/id/28725654/sources-rockets-sign-veteran-forwards-jeff-green-demarre-carroll,2020-02-18T00:14:21Z,"The Houston Rockets are doubling-down on small ball, planning to use their two remaining roster openings on 33-year-old forwards DeMarre Carroll and Jeff Green, league sources tell ESPN.
Green, a free agent, plans to sign with the Rockets on Tuesday, league … [+1223 chars]",espn.com,,,,,,,,,,
2723,LeBron urges Manfred to 'listen to your players',"Lakers star LeBron James on Monday became the latest voice to weigh in on the Astros' sign-stealing scandal and Rob Manfred's handling of the situation, urging the baseball commissioner to ""fix this for the sake of sports.""",https://www.espn.com/nba/story/_/id/28731746/lebron-james-calls-rob-manfred-handling-astros-scandal-fix-sake-sports,2020-02-18T23:01:46Z,"Los Angeles Lakers star LeBron James on Monday became the latest voice to weigh in on the Houston Astros' sign-stealing scandal and Rob Manfred's handling of the situation, urging the baseball commissioner to ""fix this for the sake of sports.""
""Listen I know… [+2024 chars]",espn.com,,,,,,,,,,
2724,"Sources: Beilein, Cavs working on settlement","The Cavaliers and coach John Beilein are working on a financial settlement to end his tenure, sources told ESPN.",https://www.espn.com/nba/story/_/id/28731670/sources-john-beilein-cavaliers-working-settlement,2020-02-18T22:58:46Z,"Both the Cleveland Cavaliers and John Beilein believe he's coached his final game for the franchise and are working out a financial settlement on the remainder of his contract, league sources told ESPN's Adrian Wojnarowski Tuesday.
The Cavaliers plan to prom… [+2262 chars]",espn.com,,,,,,,,,,
2725,"Kyrie aggravates shoulder, set to see specialist","Kyrie Irving has aggravated a right shoulder injury and will see a specialist later this week, Nets coach Kenny Atkinson said.",https://www.espn.com/nba/story/_/id/28731623/nets-kyrie-irving-aggravates-shoulder-set-see-specialist,2020-02-18T22:45:00Z,"Brooklyn Nets guard Kyrie Irving has aggravated a right shoulder injury that caused him to miss 26 games earlier this season, coach Kenny Atkinson said Tuesday.
Irving, who was not at practice Tuesday, will see a specialist this week.
Atkinson said he ""woul… [+204 chars]",espn.com,,,,,,,,,,
2726,"Kyrie still in pain, set to see another specialist","Kyrie Irving will see a specialist later this week, but Nets coach Kenny Atkinson said ""he did not want to go there"" when asked if the guard could miss the rest of the season.",https://www.espn.com/nba/story/_/id/28731623/nets-kyrie-irving-feeling-pain-shoulder-see-specialist,2020-02-18T22:45:00Z,"NEW YORK -- Kyrie Irving continues to struggle with the shoulder injury that caused him to miss 26 games earlier this season and is scheduled to see another specialist this week, Nets coach Kenny Atkinson said.
""That's about all I can tell you,"" Atkinson sai… [+1906 chars]",espn.com,,,,,,,,,,
2727,Bosh 'disappointed' not to be 2020 Hall finalist,Chris Bosh was a surprising omission last week from the class of eight finalists announced by the Hall as still being under consideration for enshrinement this year.,https://www.espn.com/nba/story/_/id/28731519/chris-bosh-expresses-disappointment-hall-fame-finalist-omission,2020-02-18T22:26:45Z,"Chris Bosh is not hiding his frustration about not being a finalist for this year's enshrinement class for the Basketball Hall of Fame.
The former Miami and Toronto forward released a video statement on social media Tuesday, using some version of the word di… [+3592 chars]",espn.com,,,,,,,,,,
2728,Miami Heat found their icon in Dwyane Wade,"As No. 3 goes into the rafters, Wade's legacy ascends to the biggest sports star in the history of South Florida.",https://www.espn.com/nba/story/_/id/28731447/miami-heat-found-their-icon-dwyane-wade,2020-02-18T22:08:22Z,"PAT RILEY DOESN'T have many regrets over the course of his career. But one sticks with him: Dwyane Wade's departure from the Miami Heat in 2016.
""I was really disturbed by him leaving, and I take full responsibility for that, putting him in a position we sho… [+10404 chars]",espn.com,,,,,,,,,,
2729,Sources: Jackson to join Clips after Pistons buyout,"The Clippers will land Reggie Jackson once he clears waivers, with sources telling ESPN's Adrian Wojnarowski that they beat out the Lakers for the play-making guard.",https://www.espn.com/nba/story/_/id/28731061/clippers-land-bought-reggie-jackson,2020-02-18T21:37:09Z,"After agreeing to a contract buyout with the Detroit Pistons, guard Reggie Jackson plans to sign with the LA Clippers upon clearing waivers, league sources told ESPN.
Jackson had become the highest-impact player available in the buyout marketplace and had be… [+1153 chars]",espn.com,,,,,,,,,,
2730,Sources: Clips to land Jackson after Pistons buyout,"The Clippers are expected to land Reggie Jackson once he clears waivers, with sources telling ESPN's Adrian Wojnarowski that they beat out the Lakers for the play-making guard.",https://www.espn.com/nba/story/_/id/28731061/clippers-beat-lakers-race-bought-reggie-jackson,2020-02-18T21:37:09Z,"After agreeing to a contract buyout with the Detroit Pistons, guard Reggie Jackson plans to sign with the LA Clippers upon clearing waivers, league sources told ESPN.
Jackson had become the highest-impact player available in the buyout marketplace and had be… [+1139 chars]",espn.com,,,,,,,,,,
2731,Teams irked by Manfred's edict to protect Astros,"Rob Manfred's warning against retaliatory beanballs directed at Astros players has some teams worried about pushing umpires into overreaction, leading to unjust ejections and a reluctance to pitch inside.",https://www.espn.com/mlb/story/_/id/28730745/frustration-mounts-rob-manfred-edict-protect-astros-beanballs,2020-02-18T20:52:59Z,"PORT CHARLOTTE, Fla. -- Commissioner Rob Manfred warned Grapefruit League managers Sunday night against acts of vigilante justice -- pitchers targeting the Houston Astros with beanballs because of their illicit sign-stealing -- and Manfred was expected to imp… [+2307 chars]",espn.com,,,,,,,,,,
2732,"HS prospect Maker eligible for draft, if he applies","High school prospect Makur Maker will be eligible for the 2020 NBA draft if he applies as an early-entry candidate, according to a memo sent to teams by the NBA's league office.",https://www.espn.com/nba/story/_/id/28729351/high-school-prospect-makur-maker-eligible-nba-draft-applies,2020-02-18T17:09:26Z,"High school prospect Makur Maker will be eligible for the 2020 NBA draft if he applies as an early-entry candidate, according to a memo distributed to NBA teams by the league office.
The memo also included a revised agreement to the collective bargaining agr… [+2823 chars]",espn.com,,,,,,,,,,
2733,"Lowe: Ten NBA things I like and don't like, including the fun version of CP3","This week we highlight the problems in Brooklyn, Dennis Smith Jr. and the new All-Star Game.",https://www.espn.com/nba/story/_/id/28728734/ten-nba-things-like-including-fun-dazzling-version-chris-paul,2020-02-18T14:53:31Z,"One-third of the NBA season to go, and 10 things to think about:
1. The new NBA All-Star Game
With Sunday's All-Star Game tied at 146, Kyle Lowry ran a pick-and-roll with Giannis Antetokounmpo, drawing a switch of Chris Paul onto the MVP. As Antetokounmpo b… [+17454 chars]",espn.com,,,,,,,,,,
2734,"Kerr: Curry 'gaining strength,' but still no contact","Warriors star Stephen Curry ran around the floor in a red jersey sleeve during Tuesday's practice, signifying that he wasn't to be touched as he continues to rehab from a broken left hand.",https://www.espn.com/nba/story/_/id/28733832/warriors-stephen-curry-hand-not-cleared-contact,2020-02-19T06:13:15Z,"SAN FRANCISCO -- Golden State Warriors star guard Stephen Curry still isn't cleared to take contact in practice as he continues his rehab from a broken left hand. But as he gets closer to returning over the next few weeks, his teammates and coaches dropped a … [+3970 chars]",espn.com,,,,,,,,,,
2735,John Beilein out as Cavs head coach; J.B. Bickerstaff takes over - ESPN,"John Beilein out as Cavs head coach; J.B. Bickerstaff takes over ESPN John Beilein: The entire ordeal is just really weird and sad Cavs Nation Sources - John Beilein, Cavaliers working on settlement ESPN Cleveland Cavaliers, John Beilein expected to part ways…",https://www.espn.com/nba/story/_/id/28732883/john-beilein-cavs-head-coach-jb-bickerstaff-takes-over,2020-02-19T03:05:00Z,"After a brief and tumultuous tenure, John Beilein is leaving the Cleveland Cavaliers as head coach, league sources told ESPN.
The Cavaliers are promoting associate head coach J.B. Bickerstaff to become the full-time head coach, and he'll run his first practi… [+4008 chars]",espn.com,,,,,,,,,,
2736,"Sources: Beilein out, Bickerstaff in as Cavs HC","John Beilein is out as head coach of the Cavaliers, and the team has promoted associate head coach JB Bickerstaff to the full-time position, sources told ESPN.",https://www.espn.com/nba/story/_/id/28732883/john-beilein-cavs-head-coach-jb-bickerstaff-promoted,2020-02-19T03:03:09Z,"After a brief and tumultuous tenure, John Beilein is leaving the Cleveland Cavaliers as coach, league sources tell ESPN.
The Cavaliers are promoting associate head coach JB Bickerstaff to become the full-time head coach, and he'll run his first practice on W… [+219 chars]",espn.com,,,,,,,,,,
2737,"Sources: Beilein out, Bickerstaff in as Cavs coach","John Beilein is out as Cavaliers coach, and the team has promoted associate head coach J.B. Bickerstaff to the full-time position, sources told ESPN.",https://www.espn.com/nba/story/_/id/28732883/john-beilein-cavs-coach-jb-bickerstaff-takes-over,2020-02-19T02:58:32Z,"After a brief and tumultuous tenure, John Beilein is leaving the Cleveland Cavaliers as head coach, league sources told ESPN.
The Cavaliers are promoting associate head coach J.B. Bickerstaff to become the full-time head coach, and he will run his first prac… [+3601 chars]",espn.com,,,,,,,,,,
2738,"Beilein resigns as coach, will have new Cavs role","The Cavaliers announced Wednesday that John Beilein has officially resigned as head coach and will be reassigned to a different role in the organization, with Beilein saying stepping down ""was a very difficult decision for me.""",https://www.espn.com/nba/story/_/id/28739106/john-beilein-officially-resigns-coach-new-role-cavaliers,2020-02-19T22:48:51Z,"The Cleveland Cavaliers announced Wednesday that John Beilein has officially resigned as head coach and will be reassigned to a different role in the organization.
""Over these last nine months, I have given my all to this organization, but after much reflect… [+1869 chars]",espn.com,,,,,,,,,,
2739,Wolves' Towns out indefinitely due to injury,Timberwolves star Karl-Anthony Towns is out indefinitely with a wrist injury.,https://www.espn.com/nba/story/_/id/28739102/timberwolves-karl-anthony-towns-indefinitely-due-injury,2020-02-19T22:46:03Z,"Minnesota Timberwolves center Karl-Anthony Towns will remain sidelined indefinitely as he continues to recover from a left wrist injury.
Coach Ryan Saunders told reporters that the team held Towns out of its first practice after the All-Star break on Wednesd… [+408 chars]",espn.com,,,,,,,,,,
2740,Hawks' Capela to miss more time with heel injury,The Hawks say newly acquired big man Clint Capela will be re-evaluated in two weeks as he continues to recover from a heel injury.,https://www.espn.com/nba/story/_/id/28738983/hawks-clint-capela-miss-least-2-more-weeks-heel-injury,2020-02-19T22:19:05Z,"The Hawks say newly acquired big man Clint Capela will be re-evaluated in two weeks as he continues to recover from a heel injury.
The team says Capela started ""participating in modified shooting while continuing non-impact conditioning and strength work as … [+494 chars]",espn.com,,,,,,,,,,
2741,"Before the scarf became The Scarf, it was a mound of fabric delivered to a Toronto tailor",The legend of Serge Ibaka's larger-than-life fashion statement started on FaceTime -- and ended with one of the biggest viral moments of the season for the soaring Raptors.,https://www.espn.com/nba/story/_/id/28738534/the-origin-serge-ibaka-scarf-think-your-grandmother-knitting-couch,2020-02-19T21:07:52Z,"SERGE IBAKA WANTS everyone to know that the scarf -- yes, that scarf -- is not absurd.
It is not over the top or ridiculous, even though it is so long that it nearly touches the floor when worn by the Toronto Raptors' 7-foot center.
Ibaka didn't set out to … [+5547 chars]",espn.com,,,,,,,,,,
2742,"NBA Power Rankings: Bucks clinch playoff berth, Lakers and Celtics renew rivalry","The Bucks clinched the earliest playoff berth in the past 15 years, while the Lakers won their fifth straight game on Sunday, against the rival Celtics.",https://www.espn.com/nba/story/_/page/powerrankings28738139/nba-power-rankings-week-19-bucks-clinch-playoff-berth-lakers-celtics-renew-rivalry,2020-02-19T20:15:35Z,"As the month of February comes to an end, the NBA is firmly in the post-All-Star break period. The final two months of the regular season are underway, and the playoff picture is beginning to take shape.
The Milwaukee Bucks have officially clinched a playoff… [+16987 chars]",espn.com,,,,,,,,,,
2743,Nine chaotic moments that could shake up the suddenly stable NBA,"Giannis Antetokounmpo's free agency is the most anticipated event, but several other big changes could shake up the league ahead of his decision.",https://www.espn.com/nba/story/_/id/28737693/nine-chaotic-moments-shake-suddenly-stable-nba,2020-02-19T19:27:40Z,"For nearly a year, the NBA universe has been focused on one date: June 30, 2021.
That is when reigning MVP Giannis Antetokounmpo is set to become an unrestricted free agent. Teams have focused on being set up to chase Antetokounmpo and other stars two summer… [+12460 chars]",espn.com,,,,,,,,,,
2744,"Oakley's suit vs. Knicks' Dolan, MSG thrown out",Charles Oakley's 2017 lawsuit filed against Knicks owner James Dolan and Madison Square Garden has been dismissed.,https://www.espn.com/nba/story/_/id/28737579/charles-oakley-civil-lawsuit-following-msg-run-dismissed,2020-02-19T19:14:30Z,"A civil lawsuit filed by Charles Oakley against New York Knicks owner James Dolan and Madison Square Garden has been dismissed.
Oakley filed the lawsuit in 2017 following a February incident that year in which he had a run-in with security personnel at the G… [+1092 chars]",espn.com,,,,,,,,,,
2745,Bulls' Kris Dunn likely out another 4-6 weeks,Chicago Bulls guard Kris Dunn is expected to miss another 4-6 weeks because of a sprained MCL.,https://www.espn.com/nba/story/_/id/28736584/chicago-bulls-guard-kris-dunn-likely-4-6-more-weeks,2020-02-19T16:38:03Z,"Chicago Bulls guard Kris Dunn is expected to miss another 4-6 weeks because of a sprained MCL.
The Bulls announced Wednesday that Dunn underwent an MRI last Friday that confirmed the initial diagnosis of sprained MCL in his right knee.
Chicago Bulls point g… [+569 chars]",espn.com,,,,,,,,,,
2746,"NBA predictions: MVP, Finals matchups and best rookie",We polled the ESPN NBA Forecast panel of experts for their predictions now that we are two-thirds of the way through the season.,https://www.espn.com/nba/story/_/id/28730415/nba-predictions-mvp-finals-matchups-best-rookie,2020-02-19T13:13:31Z,"Can LeBron James catch Giannis Antetokounmpo in the NBA MVP race? Who is the favorite to win the NBA Finals? Does Zion Williamson have any chance in the Rookie of the Year race against Ja Morant?
We polled the ESPN Forecast panel of experts for their predict… [+4776 chars]",espn.com,,,,,,,,,,
2747,Kerr: Curry returning in '19-20 never a question,"Warriors coach Steve Kerr said he doesn't see the argument from some that Stephen Curry shouldn't return this year, saying, ""As soon as he's ready, he's coming back.""",https://www.espn.com/nba/story/_/id/28739738/warriors-never-considered-sitting-stephen-curry-rest-season,2020-02-20T00:58:23Z,"SAN FRANCISCO -- As the Golden State Warriors prepare for Stephen Curry's return to the floor next month, they do so emboldened by the fact that they never considered shutting him down for the season after he broke his left hand on Oct. 30.
As some critics a… [+5483 chars]",espn.com,,,,,,,,,,
2748,All-Star Game again likely to feature target score,"While not set in stone, the NBA is likely to use a target score again at the end of next season's All-Star game after the experiment was well received this season, Byron Spruell, the NBA's president of league operations, told ESPN's Zach Lowe Wednesday.",https://www.espn.com/nba/story/_/id/28739732/nba-likely-use-target-score-again-next-year-all-star-game,2020-02-20T00:48:51Z,"It is a ""good assumption"" the NBA will use a target score to end next season's All-Star Game after experimenting with the concept for the first time Sunday, Byron Spruell, the NBA's president of league operations, told ESPN on Wednesday in New York.
That is … [+6024 chars]",espn.com,,,,,,,,,,
